Issue id,Duplicate id
1614978,1453207
1614991,1652970
1615002,1599985
1615039,1615617
1615047,1597154
1615051,1763821
1615066,"1704946, 1711843"
1615093,1614535
1615098,"1610202, 1620208"
1615114,1580565
1615121,1607212
1615127,1614885
1615142,1615835
1615156,1614788
1615213,"742770, 1637115, 1645999, 1658666, 1717454"
1615274,939897
1615282,"1409907, 1643846, 1669436, 1871423, 1905841"
1615317,1614169
1615320,1614885
1615342,"1623572, 1629341"
1615383,1508608
1615404,1693668
1615419,1646871
1615435,1611655
1615477,1651231
1615492,1558086
1615499,1614535
1615508,1615584
1615528,1269810
1615533,1424820
1615584,1615508
1615617,1615039
1615655,1608068
1615707,1820508
1615720,1613057
1615725,1642562
1615760,1630732
1615802,1615809
1615809,1615802
1615814,1616132
1615816,1580565
1615821,1614885
1615831,1514429
1615835,1615142
1615836,1613861
1615844,1711622
1615857,1580565
1615867,1552445
1615886,1781861
1615930,1572353
1615952,1561041
1615974,1646606
1615978,1638701
1615988,1469278
1616000,1616107
1616004,1617142
1616005,1619211
1616011,1812361
1616032,1700052
1616046,1556016
1616077,1597857
1616081,1615403
1616084,1592336
1616087,1580565
1616098,1575914
1616120,1633599
1616130,1616131
1616131,1616130
1616132,1615814
1616146,1477959
1616150,477157
1616181,1616889
1616201,1616742
1616202,1493656
1616213,1614535
1616261,1614967
1616268,1616838
1616326,1671784
1616377,793686
1616382,1614803
1616398,1608786
1616407,1616519
1616411,1634025
1616438,1644147
1616440,"1617374, 1617678"
1616444,1569411
1616445,1612365
1616450,1602764
1616462,"1631140, 1658072"
1616480,1615854
1616483,1600538
1616500,"1552745, 1611106"
1616519,1616407
1616537,1549742
1616559,1614202
1616578,1574232
1616585,1616612
1616612,1616585
1616638,1515253
1616663,1567791
1616666,1371712
1616672,1617012
1616679,721653
1616697,1616798
1616719,1616770
1616720,1649023
1616734,1616798
1616742,"1616201, 1617830, 1618762"
1616760,"1611366, 1617814"
1616780,"1617093, 1624179"
1616798,"1616697, 1616734"
1616838,1616268
1616873,1591304
1616890,1502519
1616894,1753774
1616905,1775701
1616928,1619367
1616944,1776950
1616949,1607713
1616968,1775739
1617000,1629002
1617004,1536148
1617012,1616672
1617017,1607713
1617019,1621122
1617038,1580565
1617046,1775700
1617049,1787035
1617050,1623711
1617052,1617142
1617088,1592739
1617090,1592739
1617093,1616780
1617142,"1616004, 1617052"
1617151,1617678
1617158,1641459
1617162,1611800
1617175,1617179
1617179,1617175
1617233,1621606
1617258,1557650
1617266,1611655
1617267,1611655
1617278,1460740
1617290,1552128
1617307,1616979
1617316,1407724
1617328,1839022
1617360,1577120
1617363,1558374
1617367,1611938
1617368,1608068
1617373,1601997
1617374,1616440
1617424,"1617431, 1617660"
1617426,"1611710, 1617627"
1617431,1617424
1617453,1775703
1617456,1619958
1617463,"1617464, 1617465, 1635329"
1617464,1617463
1617465,1617463
1617480,1332136
1617506,1745595
1617521,"1617772, 1617775, 1618647"
1617548,1340715
1617582,1785357
1617627,1617426
1617660,1617424
1617668,1606512
1617678,"1616440, 1617151"
1617768,1511215
1617772,1617521
1617775,1617521
1617784,1612378
1617788,1622738
1617814,1616760
1617815,1515253
1617830,1616742
1617849,1511493
1617855,1785358
1617888,1286945
1617901,1612891
1617929,1588198
1617948,1614204
1617954,1602764
1618003,643758
1618018,1589164
1618042,1575550
1618054,1602764
1618071,1633060
1618076,1583381
1618093,1624743
1618098,1787019
1618104,1614259
1618108,1618112
1618112,1618108
1618126,1617063
1618158,"1627160, 1628266"
1618173,1605775
1618238,1618734
1618308,1618936
1618324,1608931
1618325,1619860
1618336,1620179
1618363,1603956
1618391,1753541
1618428,1614921
1618432,1620002
1618438,1535581
1618448,1618450
1618450,1618448
1618486,1622559
1618492,1618574
1618574,1618492
1618594,1612377
1618604,1623950
1618647,1617521
1618675,1612928
1618687,1913417
1618734,"1618238, 1619117"
1618736,1618737
1618737,1618736
1618762,1616742
1618776,1621346
1618815,1470323
1618819,1619076
1618880,"1618881, 1621767, 1621821, 1622398"
1618881,1618880
1618886,1576592
1618943,1595661
1618998,1263776
1619042,1042151
1619050,1622811
1619065,1619068
1619068,1619065
1619076,1618819
1619100,1262982
1619106,1307991
1619117,1618734
1619131,1346657
1619156,1614535
1619162,"1620484, 1623542, 1630547"
1619183,1611655
1619192,1621122
1619206,1619618
1619211,1616005
1619219,1458915
1619239,1663509
1619246,"1641174, 1656943"
1619271,"1650092, 1673035, 1740989"
1619291,1784646
1619367,"1616928, 1621876, 1629927"
1619475,1465785
1619491,"1620839, 1761293, 1762481"
1619585,"1620821, 1638694, 1698778, 1728476, 1729355"
1619618,1619206
1619717,1610006
1619814,1611655
1619823,1603956
1619850,1530370
1619852,1619931
1619860,1618325
1619879,1226498
1619882,"1621951, 1628402, 1639115, 1639855, 1640881"
1619897,1621202
1619923,"1624569, 1649451, 1775784"
1619931,1619852
1619945,1614962
1619958,1617456
1619969,1502519
1619989,1558086
1620002,1618432
1620015,1621122
1620018,1623059
1620050,1280366
1620060,1592739
1620061,1614962
1620104,1647854
1620125,1620916
1620129,1614962
1620156,854477
1620179,1618336
1620189,1620203
1620201,1603956
1620202,"1709207, 1724364"
1620203,1620189
1620208,1615098
1620211,1609538
1620216,1609538
1620237,1475158
1620250,1690426
1620259,1628176
1620285,1624916
1620294,1491797
1620309,1645433
1620317,1608096
1620324,1658413
1620342,1813909
1620347,1450401
1620419,1607985
1620420,1689317
1620439,1602299
1620450,455077
1620454,1606549
1620484,1619162
1620516,1777028
1620564,"1646291, 1646617"
1620579,1621852
1620671,1758824
1620674,1503787
1620706,1663792
1620708,1594529
1620709,1599131
1620715,1605176
1620716,1619102
1620787,1610171
1620818,1631622
1620821,1619585
1620826,1753534
1620840,1620900
1620844,1621770
1620849,1620850
1620850,1620849
1620866,1730503
1620876,1624275
1620877,1571186
1620882,1522333
1620889,1621122
1620915,1614967
1620916,1620125
1620955,1627322
1620969,1581121
1620975,1581121
1620978,748518
1621024,1557713
1621038,1781621
1621049,1607713
1621060,1484047
1621073,554351
1621122,"1617019, 1619192, 1620015, 1620889, 1622929, 1633539, 1661375, 1711984, 1712013, 1731126, 1731401"
1621125,1614962
1621187,1633037
1621195,1358898
1621202,1619897
1621241,1621543
1621261,"1632454, 1702854, 1723794, 1739600, 1739604, 1745656, 1748169, 1751166, 1755414, 1835462, 1846807, 1850697, 1880923, 1918188, 1921683"
1621268,1621271
1621271,1621268
1621277,"1596576, 1621540"
1621296,1775702
1621367,1556556
1621377,1510782
1621387,"1352400, 1883280"
1621429,1218356
1621444,1785873
1621523,1622975
1621540,1621277
1621543,1621241
1621547,1548753
1621561,1542485
1621583,1621584
1621584,1621583
1621601,1622855
1621606,"1617233, 1630817"
1621627,1622221
1621660,"1650611, 1677847"
1621663,1591125
1621684,1621721
1621699,1544683
1621708,748518
1621711,1614962
1621736,"1623199, 1746891, 1841404"
1621746,1609665
1621759,"1658912, 1667431, 1668730, 1677330, 1707963"
1621767,1618880
1621770,1620844
1621821,1618880
1621840,1502610
1621852,1620579
1621913,1694856
1621915,"1629811, 1839721, 1851493, 1879491"
1621927,1622221
1621951,1619882
1621981,1622221
1621986,1622142
1621988,1696669
1622024,1602764
1622039,"1628290, 1629840"
1622107,"1668471, 1670207"
1622124,1447586
1622132,"1588904, 1624441, 1652249, 1669331"
1622137,1627586
1622142,"1621986, 1622324"
1622156,1602764
1622201,1607713
1622221,"1621627, 1621927, 1621981, 1623131"
1622254,1611898
1622279,1584348
1622287,"1622774, 1622776"
1622324,1622142
1622348,1607867
1622351,1618548
1622359,"1402717, 1607735"
1622369,1625015
1622380,1663792
1622383,1615569
1622384,1630029
1622398,1618880
1622421,1622422
1622422,1622421
1622425,1623438
1622442,1629206
1622477,1781449
1622490,1627087
1622527,1612689
1622537,1624081
1622538,1623235
1622552,1574497
1622559,1618486
1622587,1799367
1622590,1623716
1622593,1623716
1622594,1626496
1622596,1631156
1622621,1622622
1622622,1622621
1622649,1624931
1622696,1602764
1622708,1600455
1622724,1588418
1622726,1622924
1622738,1617788
1622774,1622287
1622776,1622287
1622811,1619050
1622826,"1565457, 1624591, 1631629"
1622855,1621601
1622882,1614962
1622894,1544133
1622924,1622726
1622969,"1623610, 1624027"
1622975,1621523
1622988,1607745
1622992,1560376
1623020,1585485
1623061,1623070
1623066,1607713
1623070,1623061
1623074,"1669744, 1669835"
1623075,1613086
1623098,1623107
1623104,1556212
1623107,1623098
1623114,1632249
1623124,1541964
1623140,1623716
1623157,1623716
1623161,1623162
1623162,1623161
1623190,1624041
1623204,1614962
1623206,1614962
1623212,1611622
1623235,1622538
1623249,1636740
1623258,1619102
1623259,1603332
1623357,1585314
1623400,"1626070, 1627794, 1633892"
1623413,1645355
1623438,1622425
1623454,1663792
1623458,1663792
1623463,1663792
1623464,1637813
1623493,1550133
1623496,1545770
1623501,1623912
1623541,1648245
1623542,"1619162, 1627951"
1623583,1539376
1623584,1643220
1623610,1622969
1623634,1623515
1623686,"1701377, 1704307, 1705891, 1707703"
1623693,1521169
1623698,1299017
1623711,1617050
1623716,"1622590, 1622593, 1623140, 1623157"
1623768,1638807
1623774,1623778
1623778,1623774
1623783,1609807
1623841,1432749
1623864,1487181
1623885,"1417291, 1627486, 1628746, 1629191, 1629411, 1630845"
1623899,1624743
1623912,1623501
1623950,1618604
1623963,"1609403, 1624284, 1624572, 1624603, 1624605, 1624609"
1623968,1396097
1623974,1614062
1624017,1238249
1624023,1545222
1624027,1622969
1624041,1623190
1624079,1624325
1624081,"1622537, 1818127"
1624084,1612618
1624103,1628690
1624110,1644784
1624116,1602764
1624119,1527976
1624125,"1625459, 1625836"
1624179,1616780
1624188,"1629216, 1629218, 1630129, 1630243, 1630321, 1630483"
1624192,1607713
1624220,1624711
1624226,1386177
1624256,1614296
1624266,1630876
1624275,1620876
1624284,1623963
1624290,1624743
1624297,1607713
1624325,"1624079, 1624582"
1624356,1680184
1624366,"1640176, 1640184"
1624397,1765786
1624411,"1624414, 1624486"
1624414,1624411
1624416,1624438
1624438,1624416
1624441,1622132
1624477,1624478
1624478,1624477
1624486,1624411
1624526,"1634586, 1634588, 1641458"
1624548,1517199
1624569,1619923
1624572,1623963
1624574,1552128
1624582,1624325
1624591,1622826
1624603,1623963
1624605,1623963
1624609,1623963
1624678,1491237
1624693,1628719
1624711,1624220
1624723,1597154
1624743,"1618093, 1623899, 1624290"
1624745,1626991
1624780,1199737
1624806,1588284
1624886,1626328
1624916,1620285
1624931,"1622649, 1785360"
1624936,1624938
1624938,1624936
1624959,1516552
1625015,1622369
1625020,1626212
1625023,1625571
1625059,1592945
1625062,1625655
1625111,1859841
1625197,1626375
1625227,"1625243, 1625255"
1625243,1625227
1625250,"1620961, 1625904, 1626475, 1628950"
1625253,1793965
1625255,1625227
1625275,1611938
1625305,1625761
1625339,1639734
1625388,1625762
1625392,1625763
1625424,1625508
1625434,1098151
1625444,1625565
1625459,1624125
1625508,"1625424, 1625872"
1625521,1625764
1625563,1631298
1625565,1625444
1625571,1625023
1625578,1625674
1625590,1668118
1625602,1781847
1625603,1580565
1625625,1625626
1625626,1625625
1625653,1571331
1625654,1626212
1625655,"1625062, 1625737, 1625760, 1626213"
1625656,1625761
1625658,1625762
1625659,1625763
1625661,1625764
1625674,"1042151, 1625578, 1626231, 1626554"
1625676,"1316534, 1626232, 1626556"
1625706,1184059
1625726,1430907
1625736,1626212
1625737,1625655
1625738,1625761
1625739,1625762
1625740,1625763
1625742,1625764
1625749,1628624
1625759,1626212
1625760,1625655
1625761,"1625305, 1625656, 1625738, 1626214"
1625762,"1625388, 1625658, 1625739, 1626217"
1625763,"1625392, 1625659, 1625740, 1626218"
1625764,"1625521, 1625661, 1625742, 1626219"
1625771,1583326
1625774,"1552128, 1639660"
1625794,1625795
1625795,1625794
1625811,1629217
1625817,1141112
1625820,1451466
1625836,1624125
1625857,"1626730, 1627417, 1627461, 1629686, 1633274, 1634476"
1625858,"1626235, 1626559"
1625872,1625508
1625877,1477743
1625882,1608617
1625904,1625250
1625947,1626972
1625990,1595428
1625993,1815802
1625995,1753810
1626108,"1626237, 1626561"
1626143,1572279
1626146,"1626238, 1626562"
1626154,1626240
1626157,1611938
1626192,1809622
1626211,1440506
1626212,"1625020, 1625654, 1625736, 1625759, 1626544"
1626213,1625655
1626214,1625761
1626217,1625762
1626218,1625763
1626219,1625764
1626231,1625674
1626232,1625676
1626235,1625858
1626237,1626108
1626238,1626146
1626240,"1626154, 1626564"
1626270,1626291
1626278,"1650723, 1656230"
1626291,1626270
1626328,1624886
1626343,1221579
1626362,"1643178, 1648211"
1626370,1623938
1626375,1625197
1626395,1392106
1626425,1626864
1626475,1625250
1626496,1622594
1626534,1732198
1626536,1644831
1626544,1626212
1626554,1625674
1626556,1625676
1626559,1625858
1626561,1626108
1626562,1626146
1626564,1626240
1626668,1627689
1626682,"1494052, 1647778"
1626696,1653490
1626728,1600570
1626730,1625857
1626732,1564447
1626756,1419267
1626770,1220810
1626782,1524056
1626790,1564128
1626849,805039
1626864,1626425
1626883,1745610
1626895,1637319
1626898,"1628142, 1650249"
1626973,1502101
1626978,1517551
1626991,1624745
1627006,1556556
1627011,1629217
1627012,1519214
1627059,1775701
1627150,1610306
1627171,1627322
1627199,"1696009, 1713969"
1627220,1627227
1627227,1627220
1627325,1631448
1627341,1730284
1627345,"1417921, 1628176, 1636878, 1637180, 1637505, 1639532, 1640163, 1640179, 1659478"
1627348,1491256
1627379,1781451
1627402,1628817
1627417,1625857
1627426,"1628537, 1628817"
1627441,1609538
1627452,1502519
1627458,1627459
1627459,1627458
1627461,1625857
1627486,"1623885, 1628633"
1627494,1451466
1627508,534182
1627522,1627492
1627523,"1230232, 1629332, 1640362, 1644635"
1627577,1434825
1627585,"1631121, 1631561"
1627586,1622137
1627622,1635446
1627642,1622935
1627643,1665528
1627654,1625785
1627659,"1676209, 1743834"
1627671,673087
1627673,1679201
1627689,1626668
1627690,1656478
1627701,1600153
1627794,1623400
1627800,1325876
1627821,1612454
1627863,1645528
1627938,1831324
1627946,1628262
1627951,1623542
1627961,1691428
1628052,1596611
1628072,1566389
1628120,"1628623, 1628780, 1628781, 1628935, 1629073, 1629207, 1630296"
1628133,1647606
1628134,1581349
1628142,1626898
1628149,1616722
1628153,1628273
1628196,1543813
1628203,1628428
1628262,1627946
1628264,1613798
1628266,1618158
1628290,1622039
1628300,1608096
1628326,1850453
1628332,"1628391, 1629036, 1630108"
1628351,1558065
1628359,1629390
1628361,1629441
1628391,1628332
1628400,"1732508, 1754556"
1628402,1619882
1628431,"1668358, 1751594"
1628445,1690839
1628466,1629633
1628495,1628263
1628501,"1628732, 1628735"
1628511,1392106
1628536,1645219
1628537,1627426
1628547,"1636188, 1646220"
1628548,1499459
1628583,"1611774, 1634587"
1628612,696976
1628614,1628208
1628623,1628120
1628624,"1625749, 1630843"
1628633,1627486
1628657,1636856
1628662,1584890
1628685,1682876
1628690,1624103
1628719,1624693
1628735,1628501
1628746,1623885
1628765,1640727
1628775,1628776
1628776,1628775
1628780,1628120
1628781,1628120
1628785,1629252
1628817,"1627402, 1627426, 1629178"
1628836,"1629815, 1648544"
1628881,1392106
1628884,1650866
1628899,"1392106, 1628908"
1628908,"1628899, 1628909"
1628909,1628908
1628913,1645689
1628934,1629252
1628935,1628120
1628947,"1629074, 1629098, 1629155"
1628950,1625250
1628965,1661568
1629002,1617000
1629016,1629633
1629036,1628332
1629050,1581349
1629062,1934814
1629073,1628120
1629074,1628947
1629090,"1629163, 1629338"
1629093,"1658172, 1658904"
1629098,1628947
1629114,1548753
1629128,"1638718, 1644386, 1644387, 1644388"
1629155,1628947
1629160,1710829
1629163,1629090
1629170,1616725
1629178,1628817
1629181,1638793
1629191,1623885
1629200,1593646
1629206,1622442
1629207,1628120
1629216,1624188
1629217,"1547649, 1625811, 1627011, 1629733, 1630240, 1631050"
1629218,1624188
1629220,"1569971, 1647108, 1650616, 1658061"
1629237,1520581
1629244,"1722336, 1728821"
1629248,1629441
1629250,1629347
1629252,"1628785, 1628934, 1630101, 1630102"
1629254,1607984
1629291,"1630077, 1637326"
1629331,1629564
1629332,1627523
1629338,1629090
1629341,1615342
1629347,1629250
1629378,1239694
1629390,1628359
1629394,1597721
1629399,1781589
1629406,1440677
1629411,1623885
1629441,"1628361, 1629248, 1630782, 1632560"
1629457,"1633614, 1635558, 1635887"
1629479,1746774
1629488,1629503
1629503,1629488
1629526,"1630172, 1632485"
1629527,1631332
1629536,1629537
1629537,1629536
1629540,1629633
1629564,1629331
1629575,1639190
1629619,1629719
1629686,1625857
1629707,1633550
1629719,1629619
1629733,1629217
1629773,1609653
1629803,"1670042, 1799287"
1629811,1621915
1629815,1628836
1629824,1640683
1629829,1634085
1629840,"1622039, 1629841"
1629927,1619367
1630029,1622384
1630075,1630316
1630077,1629291
1630102,1629252
1630108,1628332
1630110,1611938
1630111,"1631670, 1633751, 1635287, 1636113, 1637050, 1734534"
1630129,1624188
1630172,1629526
1630177,1316534
1630240,1629217
1630243,1624188
1630251,"1427663, 1464948, 1635028, 1636127, 1656626, 1662217, 1677259, 1710294, 1718789, 1719120, 1731392, 1738157, 1740647, 1750159"
1630253,1193373
1630258,1472602
1630263,1708995
1630296,"1628120, 1630459"
1630316,1630075
1630321,1624188
1630364,1597721
1630435,"1635707, 1637722"
1630441,1717161
1630448,"1439522, 1645557, 1645594, 1646583"
1630455,1628110
1630459,1630296
1630483,1624188
1630489,1683073
1630496,748518
1630547,1619162
1630548,1403085
1630550,1551615
1630769,1574435
1630770,1636774
1630782,1629441
1630843,1628624
1630845,1623885
1630851,1636479
1630855,1630960
1630876,1624266
1630883,1418537
1630919,"1639695, 1640461"
1630960,1630855
1630990,1674559
1631010,1716859
1631050,1629217
1631061,"1509740, 1684269, 1689609, 1689614, 1691362"
1631121,1627585
1631156,1622596
1631183,1628406
1631203,1631232
1631207,1777031
1631225,1631293
1631231,1631232
1631232,"1631203, 1631231"
