Issue id,Duplicates
106793,['106583']
106797,['100940']
106801,"['90466', '85310', '26648', '20211']"
106815,['108304']
106838,"['57803', '449495', '45693']"
106843,['106434']
106869,"['84950', '103914', '105524', '103875']"
106874,['106877']
106876,['106718']
106877,['106874']
106879,['130568']
106883,['106290']
106884,['106727']
106895,['103477']
106906,"['106616', '106842', '106640', '106708', '106545']"
106914,"['111746', '135855']"
106918,['85310']
106920,['107538']
106938,['106537']
106948,['99622']
106971,['23251']
106980,"['102550', '103172', '106514']"
106981,"['107541', '107899', '123288', '109405']"
107000,['106983']
107004,"['93031', '64408', '105187', '104351', '85772']"
107012,['85592']
107016,['113553']
107017,['40510']
107030,['76879']
107034,['109745']
107037,['103965']
107055,['78000']
107057,"['106735', '107475']"
107071,['34525']
107080,['87347']
107085,['101069']
107090,['186149']
107099,['40072']
107104,['108908']
107129,['106727']
107138,['97682']
107157,"['104151', '104749', '105092', '102080', '103144']"
107165,['20266']
107191,"['105503', '104628']"
107197,['128629']
107204,['101639']
107206,"['105161', '106474']"
107224,['106429']
107246,['151153']
107260,['106981']
107273,['53658']
107274,['76548']
107275,"['105212', '105641', '106332', '105485', '104081']"
107276,['107264']
107290,['108486']
107293,['100940']
107294,['108301']
107297,['106425']
107307,['103155']
107313,"['88487', '31819', '95918', '95757', '67079']"
107319,['106981']
107347,['76548']
107351,['55761']
107352,['23991']
107355,['101069']
107367,['659592']
107387,['100940']
107400,['101136']
107404,['103538']
107433,['32840']
107435,"['75141', '105155', '95411', '89695']"
107459,['54113']
107473,"['106406', '692079']"
107475,['107057']
107523,['83496']
107533,['680190']
107536,"['106251', '106894', '91509', '91179']"
107538,['106920']
107541,['106981']
107564,"['105214', '106735', '102750']"
107606,['100335']
107607,['106727']
107667,['107698']
107671,['107349']
107687,['107721']
107698,['107667']
107721,['107687']
107723,['106569']
107726,['103344']
107731,['103828']
107749,['99313']
107773,['107793']
107785,['107904']
107793,['107773']
107848,"['105317', '96986', '53492', '96409']"
107899,['106981']
107904,['107785']
107915,['54829']
107937,['107941']
107941,['107937']
107957,['29988']
107971,['74620']
107973,['69420']
107975,['113757']
107981,['69665']
107983,['85154']
107997,"['113362', '110599']"
108021,['103796']
108024,['28739']
108069,['107927']
108074,"['86974', '95390']"
108076,"['31664', '93713']"
108100,"['103427', '108099']"
108118,"['75141', '108022']"
108136,['95804']
108174,['106727']
108203,['22145']
108217,['14710']
108221,['108220']
108242,"['98212', '99955', '106115', '106710']"
108260,['100940']
108267,['108268']
108268,['108267']
108281,['93356']
108291,['108292']
108292,"['109267', '108291']"
108294,['28795']
108297,['104664']
108301,"['107294', '110509']"
108302,"['104552', '106114', '105726']"
108304,['106815']
108317,['100338']
108326,"['105036', '78245', '95077', '11387', '103199']"
108331,['106743']
108333,"['109189', '108343', '108512']"
108341,"['858676', '955176', '10121']"
108342,"['108573', '108419']"
108343,['108333']
108355,"['106956', '108412', '106385', '100738', '108370', '100211', '99809']"
108361,['107480']
108362,['108424']
108364,['98246']
108365,['108447']
108370,['108355']
108390,['106351']
108405,['111476']
108412,['108355']
108419,['108342']
108424,['108362']
108447,"['108878', '110654', '108365']"
108452,['111157']
108454,['109299']
108465,"['94945', '27498']"
108482,['62104']
108486,['107290']
108493,['106457']
108496 ,['150073']
108512,['108333']
108532,['93441']
108536,['164324']
108541,"['113280', '113444']"
108544,"['103427', '108212']"
108547,['85898']
108548,['49027']
108551,"['101397', '105933']"
108554,['105047']
108561,['108654']
108569,['51832']
108573,['108342']
108582,['110711']
108591,['108580']
108599,['101136']
108619,"['96276', '95423', '757770']"
108627,['43806']
108646,['105896']
108654,['108561']
108655,['105342']
108677,"['66549', '104808']"
108679,"['99508', '661852']"
108681,['43111']
108699,"['105490', '107365']"
108704,"['111942', '126592']"
108711,['106822']
108729,['104673']
108737,"['57803', '449495', '45693']"
108742,['106348']
108758,['106537']
108762,['108761']
108772,['100335']
108792,['70966']
108797,['104959']
108811,['109323']
108813,['35456']
108816,['105993']
108843,['47841']
108852,"['108189', '107891', '105212', '105641', '108269']"
108878,['108447']
108879,['30874']
108907,['84162']
108908,['107104']
108935,['122314']
108940,['96699']
108988,['108989']
108989,['108988']
109001,"['64191', '107102', '62536', '104365']"
109002,['105319']
109003,"['99155', '90180']"
109004,['106043']
109012,['95411']
109030,"['116128', '172163', '171456', '168088']"
109037,['45444']
109060,['109100']
109085,['76548']
109086,['106501']
109100,['109060']
109120,"['57803', '449495', '45693']"
109121,['109443']
109130,['10471']
109184,['109145']
109189,['108333']
109193,['107016']
109196,"['101450', '105342', '103497', '108772', '102824']"
109232,['29634']
109249,"['54776', '66132', '92537']"
109254,['89867']
109261,['109516']
109263,['105657']
109264,['64566']
109267,['108292']
109299,['108454']
109300,['106477']
109306,['148633']
109323,"['105446', '108811']"
109337,"['94330', '63200', '107822', '84541', '105529']"
109344,"['108904', '86964', '108731']"
109355,['29036']
109361,['108933']
109367,['85839']
109370,"['104973', '105525', '105622', '107211', '99219']"
109380,['98514']
109382,"['92828', '96910', '61510']"
109397,['109400']
109400,['109397']
109405,['106981']
109430,['105342']
109434,['109443']
109443,"['109434', '109121']"
109444,['107278']
109466,['109569']
109479,['117361']
109501,['92773']
109508,['104973']
109515,['82524']
109516,['109261']
10952,['189233']
109546,['13157']
109563,"['109333', '105172', '108022']"
109571,"['588196', '36872']"
109606,['106001']
109644,['110939']
109648,"['70015', '100112', '69083']"
109655,['108635']
109670,['109671']
109671,['109670']
109674,['107023']
109684,['106429']
109693,['108635']
109696,['106687']
109704,['109768']
109705,"['108812', '64135', '105972', '53454', '106286']"
109711,['47126']
109715,['79689']
109720,['76548']
109728,['110713']
109745,['107034']
109749,['15178']
109763,['103673']
109768,['109704']
10979,['140354']
109812,['99629']
109826,['69168']
109832,['81760']
109836,['69391']
109846,['109432']
109866,['109760']
109870,"['110896', '100151']"
109886,['109371']
109889,['93374']
109895,"['117331', '78751']"
109903,"['101069', '662150']"
109909,"['23690', '24166']"
109922,"['108340', '34940', '106197', '109787']"
109927,"['107371', '109342', '106838']"
109932,['113503']
109937,['111149']
109949,"['108617', '82121', '80008']"
109950,['85696']
109956,['79832']
109989,['105030']
109993,['108319']
109997,['111084']
110004,['74620']
110015,['35611']
110035,"['108412', '108561', '108370', '108413', '100211']"
110049,['106537']
110050,['147615']
110062,['125515']
110065,['23099']
110070,['108317']
110077,['111426']
110078,['110505']
110079,['109895']
110082,['101136']
110083,['120242']
110086,"['108373', '109926', '96358', '104595', '109070']"
110100,"['57803', '449495', '45693']"
110110,['107557']
110111,['100338']
110119,"['89370', '89828']"
110121,['68702']
110139,"['26988', '51103']"
110141,['110280']
110149,['110172']
110151,['76548']
110162,['199886']
110172,['110149']
110179,['107274']
110184,['110188']
110197,['110196']
110208,"['100151', '70966']"
110212,['100338']
110218,['146184']
110232,"['119087', '115358']"
110263,['23107']
110276,"['112454', '110948', '113927']"
110280,['110141']
110332,['110354']
110335,['26777']
110354,['110332']
110379,['106429']
110388,['110410']
110394,['99155']
110450,"['140959', '113188', '121163', '120749', '127204']"
110453,['40262']
110477,['98160']
110480,['87956']
110505,['110078']
110509,['108301']
110531,['75141']
110537,['15178']
110544,['106528']
110545,['100953']
110554,"['110868', '111401']"
110575,['112537']
110579,['37350']
110584,['106528']
110589,['71243']
110594,"['134253', '126493']"
110599,"['107997', '703245']"
110607,['106528']
110630,['34103']
110633,"['89448', '47449', '109454', '102885', '97467']"
110646,"['110566', '108212']"
110647,['110648']
110648 ,['110647']
110654,['108447']
110676,"['100840', '671267']"
110683,['110837']
110711,['108582']
110713,['109728']
110732,['42170']
110741,['106528']
110744,['89643']
110751,['112070']
110787,['86865']
110798,['11387']
110808,['110592']
110810,"['57803', '449495', '45693']"
110819,['110995']
110836,['71800']
110837,['110683']
110868,['110554']
110870,"['110956', '110978']"
110896,['109870']
110897,['110922']
110900,"['64135', '109705']"
110903,['105446']
110907,"['110817', '91286']"
110915,['78316']
110918,['103874']
110922,['110897']
110932,"['100840', '671267', '726769']"
110939,['109644']
110945,"['103859', '66973', '160249', '524101']"
110947,['35744']
110948,['110276']
110956,['110870']
110978,['110870']
110995,['110819']
110998,"['110633', '28235', '89448', '109939']"
111018,['108772']
111022,['140100']
111054,['111234']
111058,['105558']
111074,['111076']
111076,['111074']
111078,['105431']
111084,['109997']
111105,['26234']
111119,['111148']
111136,['101014']
111141,['11387']
111148,['111119']
111149,['109937']
111157,['108452']
111171,['108661']
111179,['87366']
111189,['26729']
111201,['95068']
111223,['24166']
111231,"['110574', '44683', '109581']"
111234,['111054']
111248,['107016']
111260,['181361']
111271,['111293']
111274,"['110110', '108544', '108212']"
111276,['99530']
111279,['83187']
111293,['111271']
111294,['98218']
111317,['104395']
111334,"['716758', '69665']"
111349,['110983']
111355,"['101397', '110671', '105933', '108551']"
111373,['50372']
111385,['106583']
111398,"['172521', '167521', '169372']"
111401,"['726624', '110554']"
111426,['110077']
111444,['106743']
111448,['105446']
111454,['146145']
111463,"['111951', '111611']"
111474,"['114306', '112006']"
111476,['108405']
111478,['91286']
111479,['111807']
111480,['21611']
111509,['105446']
111562,['112759']
111564,['98063']
111580,"['144331', '214469', '146226', '201750']"
111599 ,['111739']
111608,['101865']
111611,['111463']
111627,['111583']
111665,['111599']
111679,['73879']
111734,"['91867', '59247']"
111739,['111599']
111741,['111761']
111744,['112496']
111746,['106914']
111761,['111741']
111776,['111741']
111780,['106001']
111782,['100840']
111793,['68535']
111807,['111479']
111824,"['178213', '12588']"
111826,['84072']
111834,['111702']
111838,['51450']
111856,['110661']
111870,['111737']
111915,['175182']
111919,['111496']
111930,['95021']
111936,['25986']
111940,"['74620', '76548']"
111942,['108704']
111951,['111463']
111968,['111969']
111969,['111968']
111978,['105110']
111979,['22917']
112006,['111474']
112010,['109232']
112021,"['99287', '109876']"
112037,['133520']
112051,['105191']
112060,['92415']
112066,['108272']
112070,['110751']
112071,"['78881', '54113']"
112073,"['57803', '449495', '45693']"
112100,"['109000', '112006']"
112157,['64411']
112166,"['91838', '61877', '46994', '111080']"
112172,['113530']
112191,['94307']
112192,['134317']
112193,['20599']
112231,['121020']
112236,['112183']
112257,['112255']
112280,"['131483', '104346']"
112288,['112553']
112291,['112288']
112293,['135750']
112300,['110375']
112302,['28737']
112328,"['67644', '112300', '112132', '110375']"
112345,['105270']
112348,['112544']
112352,"['108022', '109012', '107435', '75141', '89695']"
112354,['112487']
112362,"['117213', '139008']"
112373,"['113255', '114682', '113346']"
112380,"['25986', '110817']"
112391,"['113172', '112627', '112823', '113456']"
112402,"['88053', '48096', '110527', '111433', '77014']"
112406,['135313']
112430,['105536']
112454,['110276']
112460,"['108336', '88053', '112444', '112402', '77014']"
112472,"['112300', '110375', '112328', '112132', '112450']"
112474,['97561']
112482,"['112472', '110375', '67644', '112132', '104563']"
112487,['113656']
112491,"['112444', '112460', '112402', '77014', '112450']"
112494,['102139']
112496,['111744']
112499,"['232254', '112457']"
112502,"['112472', '67644', '112402', '112491', '112450']"
112511,"['109680', '112486']"
112520,"['232254', '112457']"
112529,['58210']
112537,"['110575', '112563']"
112544,['112348']
112553,['112288']
112555,['110239']
112557,['112244']
112560,"['112519', '112491', '112444', '112502', '112402']"
112563,['112537']
112589,['94708']
112617,['69214']
112621,"['114018', '113422', '113569', '113741', '115249', '114517']"
112627,['112391']
112629,['100590']
112632,"['112300', '112472', '112328', '112502', '112450']"
112635,"['743456', '112288']"
112637,['112537']
112645,['106577']
112655,"['88053', '112444', '112402', '77014', '112491']"
112669,['110554']
112676,"['112519', '112300', '112533', '112288', '112450']"
112687,['29482']
112697,['92034']
112698,['108879']
112713,"['111905', '110309', '111306', '111282', '112433']"
112715,"['110055', '32693']"
112717,"['108444', '60603', '58874', '111866', '97472']"
112729,"['39969', '96041']"
112746,['91100']
112749,"['112519', '112542', '112502', '112491', '112450']"
112759,['111562']
112804,['94190']
112807,['110554']
112808,['109823']
112823,['112391']
112827,"['96986', '107848']"
112838,['115142']
112848,['114288']
112978,['90578']
113153,['112675']
113168,['69665']
113172,['112391']
113175,"['132011', '128381', '147181', '158661', '140643', '178566', '122087', '133798', '138053', '141799', '189520']"
113175 ,"['210834', '199058', '180630', '145482']"
113177,"['111973', '106438', '112841', '40290']"
113179,['110359']
113180,['114578']
113187,['108867']
113188,['110450']
113193,"['110884', '111399', '101014', '111136', '109728']"
113212,"['112115', '113198']"
113216,"['109333', '111765', '109174', '108022']"
113224,['673677']
113228,"['111093', '111355', '96742']"
113240,"['110361', '111247', '86542']"
113252,['27799']
113255,['112373']
113257,['114862']
113258,['112537']
113278,"['112729', '39969', '58705']"
113280,['108541']
113297,['113219']
113309,"['59953', '92774', '112585', '107151', '107634']"
113310,"['15667', '109264']"
113324,"['48096', '113087']"
113330,['112391']
113337,['40548']
113346,['112373']
113362,"['107997', '703245']"
113385,"['111979', '110361', '111247', '58280']"
113391,['105446']
113407,['106001']
113422,['112621']
113444,['108541']
113445,['69665']
113450,['91286']
113456,['112391']
113475,['129262']
113482,['98918']
113491,"['108854', '108713', '48675']"
113503,['109932']
113506,"['68955', '77155']"
113527,"['53225', '89923', '30562']"
113530,['112172']
113537,['106351']
113552,"['109823', '110872', '112808']"
113553,['107016']
113561,['115993']
113565,['10546']
113569,['112621']
113571,['127890']
113572,['113654']
113584,"['29209', '86753', '64533', '54950', '20467']"
113590,['113591']
113591,['113590']
113617,"['113527', '89923', '30562']"
113635,['47816']
113642,['112826']
113654,['113572']
113656,['112487']
113669,['104595']
113690,['111412']
113693,['92312']
113694,['91286']
113741,['112621']
113746,['110276']
113757,['107975']
113765,['74014']
113784,['113805']
113795,['65725']
113797,"['110631', '87956', '68970', '46718', '20480']"
113799,"['82121', '39190', '109949', '109948', '80008']"
113812,['86472']
113814,['76642']
113820,['76548']
113832,['42253']
113860,['40290']
11387,['111141']
113887,"['35307', '110261', '109797', '96264', '110405']"
113909,"['76640', '88836']"
113924,['10546']
113927,['110276']
113948,['109742']
113959,['110945']
113961,['111460']
113966,['117343']
113991,"['110884', '113193', '101014', '111136', '109728']"
113996,['128270']
114010,['112391']
114018,['112621']
114023,['112000']
114036,['89627']
114040,['155902']
114057,['101136']
114100,"['101397', '107919', '98282', '108464', '112097']"
114110,['107383']
114128,"['78724', '108825', '111216', '44606', '62443']"
114130,"['109255', '11690', '104346', '109551']"
114148,"['35307', '110261', '109797', '96264', '110405']"
114157,['109052']
114173,['114194']
114187,['89967']
114192,['114274']
114194,['114173']
114204,['115238']
114231,"['114276', '114240']"
114240,['114231']
114255,"['108373', '108411', '97770', '109926', '109070']"
114274,['114192']
114276,['114231']
114281,"['113575', '111468', '114231', '109693', '114243']"
114288,['112848']
114291,"['109333', '108022', '112355', '113738', '109174']"
114294,"['109894', '101397', '98282', '108464', '96742']"
114306,['111474']
114317,"['109943', '110071']"
114319,['170663']
114327,['123955']
114337,"['109797', '78508', '96264', '110405', '112838']"
114364,"['107374', '114160', '109959', '113586', '112840']"
114377,['114378']
114378,['114377']
114382,['114197']
114391,"['125738', '172614']"
114395,['109561']
114425,['188634']
114459,"['115561', '116862', '120728']"
114479,"['71735', '113491', '48675', '108854', '108713']"
114483,['110315']
114492,"['110603', '112301']"
114502,"['15667', '109264', '113972', '73120', '113484']"
114515,"['46501', '110595']"
114517,['112621']
114522,['113416']
114523,['111076']
114525,['105446']
114545,['99270']
114548,['112391']
114569,['89751']
114578,['113180']
114620,"['96041', '113278', '112856', '86724', '112729']"
114638,"['68835', '110064', '48675']"
114640,['135976']
114682,['112373']
114698,['110058']
114699,['89928']
114711,['115631']
114715,['69636']
114725,['18433']
114738,"['103982', '90968', '114360', '114117', '113996']"
114743,['114847']
114751,"['111936', '112449', '112387', '84453', '107669']"
114764,['118217']
114765,['43292']
114776,"['127296', '164919']"
114813,['10121']
114830,"['113268', '109927', '113440', '429490', '107371', '109342']"
114840,['86418']
114847,['114743']
114857,['111652']
114862,['113257']
114885,"['167924', '115479', '131685']"
114890,['117080']
114897,['45444']
114926,['114776']
114940,"['40926', '82935']"
114976,['111071']
115015,['115067']
115034,['144100']
115064,['115102']
115067,['115015']
115075,['135343']
115084,['122582']
115096,['54285']
115136,"['117867', '116221']"
115142,['112838']
115143,['115136']
115164,['115357']
115188,"['114360', '112818', '114738', '114117', '113996']"
115202,['114219']
115213,['115597']
115233,['98739']
115237,"['110316', '114397']"
115238,['114204']
115247,['105446']
115249,['112621']
115250,['115259']
115259,['115250']
115266,['134617']
115279,"['694121', '106583']"
115282,['109870']
115286,"['76439', '38321', '114397', '47884', '110316', '104136']"
115303,"['106429', '690777']"
115313,['112706']
115349,['28672']
115357,['115164']
115358,['110232']
115363,['115359']
115368,['126209']
115383,['112473']
115400,['114776']
115415,['121897']
115423,['115421']
115462,['114119']
115466,['81971']
115471,['68535']
115479,['114885']
115500,['103845']
115525,['130156']
115546,['109787']
115549,['88636']
115552,['115552']
115560,"['126066', '81231']"
115561,['114459']
115587,['82524']
115597,['115213']
115619,['160090']
115674,['105446']
115681,['90968']
115716,['115549']
115730,['139635']
115745,['113180']
115768,['151893']
115784,"['119584', '116474', '119931', '119892', '119880', '129303', '119577', '115871']"
115792,['20652']
115814,"['117337', '117024', '116069', '117346', '116910', '117217', '117157', '116030', '117563', '117547']"
115828,['115791']
115831,"['96041', '113278', '112856', '114620', '112729']"
115837,['69665']
115839,['116047']
115844,['52116']
115851,['115784']
115860,"['115862', '116003']"
115862,['115860']
115867,['115730']
115868,['118339']
115871,['115784']
115874,"['116123', '116034']"
115880,"['115839', '61474']"
115885,"['114848', '110972']"
115893,"['101014', '113991', '113193']"
115900,['121897']
115916,['115876']
115922,['115963']
115922 ,['116162']
115927,['76548']
115949,['124266']
115963,['115922']
115970,['108271']
115984,"['86320', '109166', '113230']"
115993,['113561']
116003,['115860']
116004,['115372']
116025,['101920']
116028,['30874']
116029,"['116174', '117917']"
116030,['115814']
116034,['115874']
116042,"['114459', '775629']"
116047,['115839']
116052,['112332']
116060 ,['116492']
116062,['56525']
116063,['100151']
116068,"['113278', '114620', '112729', '116030', '115831']"
116069,['115814']
116071,"['114253', '115170', '110171']"
116074,"['114738', '115188', '115680', '113996']"
116085,"['110822', '58377']"
116091,"['115784', '775364']"
116097,['78438']
116100,['115856']
116109,['126873']
116111,['118480']
116114,['116086']
116123,['115874']
116126,['115784']
116128,['109030']
116129,"['93332', '114896', '112551', '91987', '112658']"
116134,['109568']
116140,['42356']
116143,"['114253', '115170', '110171', '114312']"
116145,['115811']
116147,['69665']
116151,['115839']
116156,['116152']
116161,['116095']
116162,['115922']
116164,['116163']
116174,"['123125', '117917', '164906']"
116188,['116324']
116195,['116127']
116200,['127138']
116204,['10121']
116219,"['116229', '116246']"
116221,['115136']
116225,"['116219', '114577', '113880', '113984', '114977']"
116229,"['116219', '116231']"
116231,['116229']
116234,"['112203', '113570', '113208', '115435', '113766']"
116236,['116237']
116237,['116236']
116239,['116234']
116242,['95199']
116246,['116219']
116247,"['116219', '116246', '113880', '116231', '116225']"
116258,"['116219', '116246', '116225', '116231', '116247']"
116263,"['116219', '116246', '116255', '116225', '116247']"
116264,['109969']
116270,"['114358', '114668', '112537', '116229', '114723']"
116274,['116095']
116281,"['116219', '116258', '116246', '116276', '116225']"
116285,"['116258', '116246', '116255', '116225', '116247']"
116286,"['162697', '155579', '165240', '166001']"
116287,"['116258', '116246', '116255', '116276', '116247']"
116294,"['116219', '116258', '116276', '116225', '116279']"
116301,"['116255', '116285', '116276', '116247', '116279']"
116306,"['116258', '116246', '116276', '116225', '116279']"
116307,['115874']
116310,"['116246', '116287', '116294', '116285', '116276']"
116315,"['116219', '116246', '116294', '116225', '116306']"
116316,"['113570', '115435', '116257', '116234', '116239']"
116324,['116188']
116325,['114827']
116326,"['116257', '116270', '116316', '116229', '116284']"
116330,['116219']
116331,['112367']
116339,['116219']
116341 ,['125217']
116342,"['113570', '116257', '116316', '116234', '116239']"
116344,['116219']
116353,['115874']
116359,['117811']
116365,"['116287', '116339', '116294', '116285', '116306']"
116366,['97941']
116369,['98965']
116379,['116017']
116384,['116219']
116388,"['116287', '116247', '116285', '116225', '116279']"
116390,['114282']
116399,"['116287', '116339', '116294', '116285', '116306']"
116402,['116943']
116402 ,['117293']
116404,"['115784', '775364']"
116405,"['116352', '116356', '116270', '116344', '116229']"
116411,"['116342', '116257', '116316', '116382', '116234']"
116417,"['28739', '42752']"
116425,['116219']
116426,['116219']
116427,"['116310', '116258', '116246', '116365', '116225']"
116428,"['116219', '116287', '116294', '116225', '116306']"
116429,"['116310', '116294', '116428', '116279', '116306']"
116435,"['116411', '116257', '116316', '116382', '116234']"
116436,"['116411', '116257', '116316', '116382', '116234']"
116437,"['116411', '116257', '116316', '116382', '116234']"
116439,['116219']
116451,['116219']
116455,['116219']
116456,['116219']
116458,['12066']
116463,['117257']
116474,['115784']
116475,['116219']
116480,['116219']
116481,['116219']
116484,['116219']
116486,['116219']
116489,['116219']
116492,['116060']
116496,['116219']
116517,['113175']
116526,['114459']
116527,['108804']
116565,['116569']
116569,['116565']
116579,['115874']
116580,['116976']
116583,"['117681', '117459', '116822']"
116593,['93031']
116605,['115633']
116610,"['57803', '449495', '45693', '117837']"
116619,['115874']
116620,['69665']
116624,['76548']
116628,['95062']
116642,['115874']
116650,['117021']
116657,['106725']
116690,['120024']
116692,['115874']
116717,['116219']
116724,['116219']
116734,['116219']
116740,"['147380', '133430', '143502', '138487', '153755', '140799']"
116762,['114459']
116763,['132489']
116765,['109439']
116794,['114459']
116800,['116299']
116804 ,['116920']
116811,['45177']
116822,['116583']
116824,['116651']
116842,['10729']
116850,"['116903', '116884']"
116862,['114459']
116865,['114459']
116868,['116844']
116870,['120810']
11688,"['159771', '143964', '156585', '205513']"
116880,['120676']
116882,['40389']
116884,['116850']
116887,['116862']
116894,['113389']
116903,['116850']
116905,"['116804', '115873']"
116910,['115814']
116920,['116804']
116926,['118514']
116935,['37350']
116943,['116402']
116953,['116932']
116958,"['116804', '115873']"
116961,"['116804', '115873']"
116965,['63057']
116969,['108271']
116976,['116580']
116981,['116219']
117009,['91011']
117021,['116650']
117024,['115814']
117063,"['115888', '780762']"
117070,['115949']
117080,['114890']
117091,['115922']
117107,['117108']
117108,['117107']
117112,['116987']
117116,['112293']
117121,['92854']
117122,['115814']
117123,"['117333', '117883']"
117125,"['64566', '109264']"
117130,['105110']
117139,['97190']
117145,['99369']
117157,['115814']
117175,['27222']
117181,"['85898', '88708', '88931']"
117197,['91286']
117213,['112362']
117217,['115814']
117223,"['117332', '117248', '117243']"
117236,['93031']
117237,"['117274', '117282', '117309']"
117243,['117223']
117248,['117223']
117257,['116463']
117267,['115804']
117274,['117237']
117282,['117237']
117293,['116402']
117301,['116219']
117309,['117237']
117326,['167312']
117331,['109895']
117332,['117223']
117333,['117123']
117337,['115814']
117338,['87226']
117346,['115814']
117356,['123817']
117358,['180779']
117361,['109479']
117375,['117474']
117392,"['18433', '114725']"
117401,"['18433', '114725', '117392', '148919']"
117406,"['117401', '114725', '784389']"
117408,"['145363', '118387']"
117453,['117385']
117459,['116583']
117474,['117375']
117489,['119683']
117501,['84136']
117502,['97190']
117505,['32592']
117522,['117525']
117525,['117522']
117531,['115814']
117546,['122365']
117547,['115814']
117557,['42613']
117561,['107854']
117563,['115814']
117565,['58038']
117573,['117590']
117590,['117573']
117607,['114890']
117621,['133214']
117635,['158924']
117657,['131304']
117660,['76548']
117661,['44755']
117681,['116583']
11770,['142277']
117702,['117693']
117721,['63057']
117745,['18433']
117752,['10546']
117764,['10121']
117780,['114459']
117781,['69665']
117811,"['116359', '776930']"
117814,['91286']
117829,['114459']
117837,['116610']
117844,['36269']
117851,['10121']
117860,['21136']
117867,['115136']
117876,"['115888', '780762']"
117883,['117123']
117897,['22613']
117917,['116174']
117921,"['68787', '135127']"
117932,['95062']
117954,['41861']
117962,['117963']
117963,['117962']
117964,['113175']
117965,['115814']
117966,['121266']
117986,"['118404', '118298']"
117996,['528103']
118001,['117735']
118028,['45444']
118035,['114459']
11809,['199502']
118093,['116219']
118106,"['117491', '785054']"
118107,"['44351', '12080', '17788']"
118113,"['114537', '54392', '113284', '53658', '54748']"
118126,['117520']
118130,['117177']
118152,['117383']
118157,['97941']
118163,"['114443', '117995']"
118169,['116716']
118171,"['117289', '109926']"
118181,['119613']
118183,['69665']
118215,['113909']
118217,['114764']
118218,"['116436', '116486', '116435', '116316', '116437']"
118220,"['117289', '109926']"
118234,['87888']
118238,['159640']
118246,['117534']
118249,['41767']
118262,['115620']
118264,"['110954', '51356', '38999', '42094', '45874']"
118274,['122570']
11828,['162000']
118290,"['116690', '791064']"
118295,"['51508', '112187', '111635', '49737', '116705']"
118298,['117986']
118300,"['204005', '112787']"
118307,['118306']
118312,['117021']
118325,"['106749', '109926', '114265', '117289', '117497']"
118327,['30191']
118331,['117233']
118335,"['118477', '118452', '43105']"
118339,['115868']
118348,"['116447', '118335', '116344']"
118358,"['117178', '117055']"
118381,"['44351', '118107', '103773', '12080']"
118387,['117408']
118396,['118668']
118398,"['116716', '118188', '118169']"
118404,['117986']
118411,['21489']
118419,"['115143', '111973', '44844', '117851']"
118427,"['116447', '118335', '116270', '116344']"
118429,"['118335', '114358', '116270', '116229', '114723']"
118439,['119495']
118452,['118335']
118460,['172124']
118465 ,['118572']
118469,['27317']
118476,['135648']
118477,['118335']
118480 ,['116111']
