Issue id,Duplicates
1652443,1652024.0
1652520,1676240
1652614,1653398
1652621,1637467.0
1652669,1652666.0
1652837,1505800.0
1652848,1652024.0
1652912,1650590.0
1652924,1634572.0
1653065,1642435.0
1653191,"1656045, 1659347, 1706572, 1707568, 1741158, 1633203.0"
1653258,1650880.0
1653358,1642435.0
1653381,1621570.0
1653398,1652614.0
1653436,"1653697, 1654133, 1656152, 1656425"
1653505,1603918.0
1653590,1542353.0
1653688,1621570.0
1653697,1653436.0
1653774,"1651560, 1679990"
1653839,1653967
1653846,1654066
1653925,1646928.0
1654066,1653846.0
1654133,1653436.0
1654325,311994
1654410,1631848.0
1654423,1219775.0
1654536,1704470
1654573,1647047.0
1654612,1492303.0
1654640,1319897.0
1654654,1654728
1654728,1654654.0
1654756,1717038
1654771,1654772
1654772,1654771.0
1654793,1742338.0
1654972,1479048.0
1655066,1871036
1655157,1643719.0
1655230,1659949.0
1655270,1648385.0
1655347,1655350.0
1655350,"1655347, 1644575.0"
1655381,"1656169, 1656603"
1655491,1621570.0
1655525,"1500404, 1524469, 1616291, 1770826, 1835346"
1655593,1626741.0
1655647,1775782.0
1655902,1658039
1655914,1661018
1656139,1636277.0
1656152,1653436.0
1656169,1655381.0
1656198,1621570.0
1656375,1650874.0
1656425,1653436.0
1656573,"1716900, 1785250"
1656603,1655381.0
1656639,1444406.0
1656660,1418178.0
1656837,1657311.0
1656880,1655398.0
1657179,1660969.0
1657249,1657253.0
1657253,1657249
1657275,1651800.0
1657294,1566666.0
1657351,1654122.0
1657370,1467094.0
1657383,1661100
1657430,1314912.0
1657431,1642435.0
1657526,"1660481, 1664544, 1666113, 1705026"
1657580,1657882
1657675,1638332.0
1657709,1314912.0
1657785,453455.0
1657790,1677952
1657809,1654139.0
1657810,1787020.0
1657878,734643.0
1657882,1657580.0
1657969,1433263.0
1658039,1655902.0
1658103,1713500
1658193,751712.0
1658229,1293630
1658371,1094357.0
1658576,1658615
1658616,1775881.0
1658646,1659237
1658663,873810.0
1658683,1642415.0
1658766,1687563
1658770,1588330.0
1658898,1651062.0
1658909,1651304.0
1658912,1621759.0
1658950,1264608.0
1658975,843473
1658994,"1662169, 1774998"
1659029,1332447.0
1659031,1658993.0
1659090,1659092
1659092,1659090.0
1659126,1659748
1659128,1659572
1659144,1659334
1659237,1658646.0
1659322,1635859.0
1659334,1659144.0
1659347,1653191.0
1659387,1464358.0
1659427,1659428
1659428,1659427.0
1659440,1656301.0
1659469,1775776.0
1659566,1775882.0
1659572,1659128.0
1659627,1529323.0
1659629,1642649.0
1659702,1775816.0
1659748,1659126.0
1659752,1628997
1659843,1656310.0
1659855,612029.0
1659879,765619.0
1659964,1524323.0
1660277,"1660113, 1661610, 1661981, 1662216, 1662424, 1665296, 1668944"
1660410,1644612.0
1660414,1529591.0
1660473,1660474.0
1660481,1657526.0
1660500,1660100.0
1660505,1533480.0
1660517,1661729
1660651,"1661990, 1663185"
1660688,1338637.0
1660695,1656310.0
1660788,1194062.0
1660951,1661060
1661000,1481092
1661018,1655914.0
1661100,1657383.0
1661210,1671504.0
1661244,1661255
1661253,1470409
1661255,1661244.0
1661268,1661666.0
1661288,1799211.0
1661431,1657212.0
1661486,1656753.0
1661521,1659182.0
1661598,1664566.0
1661610,1660277.0
1661656,1656753.0
1661666,"1661268, 1650028.0"
1661708,1662693.0
1661729,1660517.0
1661743,1235592.0
1661925,1543036.0
1661949,1661982
1661950,354493.0
1661981,1660277.0
1661982,1661949.0
1662031,1524874.0
1662032,1662183.0
1662071,844092.0
1662169,1658994.0
1662183,1662032
1662216,1660277.0
1662232,1649010.0
1662333,1662143.0
1662424,1660277.0
1662550,1682240.0
1662638,1411465.0
1662944,1663022
1663022,1662944.0
1663028,1663122
1663122,1663028.0
1663185,1660651.0
1663281,1624457.0
1663478,1656415.0
1663577,"1690480, 1690997, 1698463"
1663621,880415.0
1663627,1663467.0
1663808,1775810.0
1663842,1663003.0
1663843,792816.0
1663879,1225162
1663949,1647721.0
1663960,1664320.0
1664120,1632001
1664137,1663003.0
1664155,1621424.0
1664212,1646673.0
1664477,1507375.0
1664481,1667020
1664544,1657526.0
1664589,557708.0
1664794,1775642.0
1664930,1219775.0
1665050,1540524.0
1665140,1649173.0
1665296,1660277.0
1665349,1607713.0
1665354,1664921.0
1665533,1658571.0
1665674,1536480.0
1665701,1597791.0
1665708,1596847.0
1665942,1666164
1666113,1657526.0
1666122,734643.0
1666158,1602994.0
1666234,1181081.0
1666493,1668496.0
1666504,1666471.0
1666549,1666471.0
1666629,1666753.0
1666651,1538668.0
1666653,1668960
1666688,1666689.0
1666700,1597222.0
1666753,1666629
1666823,"1668836, 1673086.0"
1666824,"1718647, 1742293, 1759141, 1764325, 1782245, 1790267, 1794999, 1796086, 1797040, 1799171, 1800369"
1666836,1667757
1666889,1664824.0
1666895,1692994
1667020,1664481.0
1667144,1467094.0
1667237,504858
1667256,1667261.0
1667259,1667263.0
1667261,1667256
1667263,1667259
1667311,1663467.0
1667467,1662693.0
1667468,1673229
1667477,"1818231, 1868650, 1874525"
1667563,1663192.0
1667639,"1857957, 1932621"
1667645,1669747
1667730,892485.0
1667757,1666836.0
1667781,1346553
1667785,1667267.0
1667787,1651337
1667802,1667801.0
1667931,1670701
1667965,"1674817, 1680244, 1685212"
1668068,1652237.0
1668087,1671560
1668182,453455.0
1668276,1561850.0
1668284,421466
1668438,1899387
1668484,1675624.0
1668507,1669155
1668678,598587.0
1668777,"1668778, 1668779, 371923.0"
1668796,1261301.0
1668836,1666823.0
1668920,"1669911, 1671559"
1668944,1660277.0
1668960,1666653.0
1669075,1775899.0
1669084,1669087
1669155,1668507.0
1669462,1668662
1669646,1646673.0
1669670,1570678.0
1669747,1667645.0
1669901,1617458.0
1670112,1373006.0
1670207,1622107.0
1670245,1663715.0
1670274,1642435.0
1670317,1670452.0
1670356,1671608
1670374,1664921.0
1670375,1664921.0
1670392,1520157.0
1670484,1789291
1670490,"1670304, 1670305, 1670364, 1670413"
1670537,"1670546, 1670595"
1670546,1670537.0
1670595,1670537.0
1670619,1670640
1670635,1670643.0
1670656,1670478.0
1670665,1670682
1670682,"1670683, 1670665.0"
1670683,1670682.0
1670701,1667931.0
1670922,1643636.0
1670935,1663160.0
1670942,1582021.0
1671011,"1677674, 791594.0"
1671021,1239653.0
1671040,1670452.0
1671064,1775846.0
1671101,1616517.0
1671142,1651304.0
1671273,1657028.0
1671336,1607383.0
1671504,1661210
1671525,"1673022, 1719436"
1671559,1668920.0
1671608,1670356.0
1671797,1529323.0
1671820,1411372.0
1671918,1671813.0
1672058,1663948.0
1672061,634697.0
1672084,1775798.0
1672164,"1672166, 1672200, 1672313"
1672166,1672164.0
1672175,"1668882, 1572084.0"
1672200,1672164.0
1672334,1403823.0
1672387,1672139.0
1672508,1640852.0
1672509,1673283
1672586,1672587
1672587,1672586.0
1672608,1664921.0
1672643,1674358
1672664,1662693.0
1672723,19184.0
1672784,1768796
1673183,1673195
1673195,1673183.0
1673283,1672509.0
1673429,1673804
1673467,1673340.0
1673544,1781354.0
1673563,1637658.0
1673602,1673598.0
1673607,1673608.0
1673621,1673340.0
1673624,"1700244, 1726790, 1877682, 1878539"
1673669,"1679005, 1681257, 1681576"
1673685,1607713.0
1673716,1676088
1673733,1677625.0
1673742,"1675432, 1678510, 1679633, 1682746, 1690132"
1673781,1560769.0
1673797,1677003
1673804,1673429.0
1673868,1737145
1673912,878346.0
1673962,1695788
1673989,1346880.0
1674103,1621570.0
1674191,1603238.0
1674289,1589978.0
1674301,1816572.0
1674358,1672643.0
1674429,1775914.0
1674531,1781355.0
1674567,943182.0
1674603,1712296
1674804,1660952.0
1674817,1667965.0
1675001,1022557.0
1675077,1905420
1675107,1775855.0
1675373,1569397.0
1675432,1673742.0
1675521,1675510.0
1675541,1733184.0
1675548,1586047.0
1675552,1104141.0
1675624,"1668484, 1675860, 1675993, 1675994, 1676838"
1675678,1705390
1675736,1600337.0
1675860,1675624.0
1675870,1468033.0
1675926,1679497
1675935,"1679388, 1679444"
1675993,1675624.0
1675994,1675624.0
1675996,"1676039, 1678190, 1679294, 1680111, 1685919, 1689318, 1697752, 1699243"
1676026,1685387.0
1676039,"1677928, 1678890, 1675996.0"
1676088,1673716.0
1676093,1676892.0
1676240,1652520.0
1676248,1760088.0
1676349,1675919.0
1676447,1775768.0
1676492,"1690311, 1694047, 1705185, 1713727, 1718933, 1724444, 1725679, 1726308, 1727492, 1733642, 1738407, 1739578, 1747613, 1748027, 1772880, 1780164, 1788555, 1795957, 1799083"
1676575,1245434.0
1676621,1781349.0
1676838,1675624.0
1677003,1673797.0
1677035,1675461.0
1677245,1676746.0
1677378,1677390.0
1677411,1635765.0
1677625,1673733
1677704,1655097.0
1677828,1554202.0
1677928,1676039.0
1677939,1628122.0
1677952,1657790.0
1677976,1637658.0
1677978,1661869.0
1678017,1677728.0
1678190,1675996.0
1678249,1678255.0
1678255,1678249
1678267,1746734
1678375,1633599.0
1678510,1673742.0
1678568,738335.0
1678647,1679698
1678676,1618094.0
1678773,1683311
1678778,1345661.0
1678871,1678138.0
1678888,1678889.0
1678890,1676039.0
1678905,1507582.0
1678916,1680934.0
1678957,"1696518, 1731249.0"
1678963,1679697.0
1678994,1684132
1679005,"1679279, 1673669.0"
1679039,1679038.0
1679057,1403656.0
1679136,1679139
1679137,1692556
1679139,1679136.0
1679149,1359487.0
1679159,1618094.0
1679190,1328269.0
1679197,1748154
1679236,1666072.0
1679279,1679005.0
1679294,1675996.0
1679298,1261301.0
1679313,1707413
1679384,1711199
1679388,1675935.0
1679444,1675935.0
1679457,1614218.0
1679496,1672139.0
1679497,1675926.0
1679556,"185922, 1695130, 1699860"
1679561,453455.0
1679579,1678226.0
1679602,1775807.0
1679633,1673742.0
1679697,1678963
1679698,1678647.0
1679722,1607713.0
1679861,1646338.0
1679956,1753389
1679967,"1679989, 1680191"
1679989,1679967.0
1679990,1653774.0
1680111,1675996.0
1680122,1658674.0
1680171,1680510
1680191,1679967.0
1680244,1667965.0
1680330,1705744.0
1680496,1269455.0
1680510,1680171.0
1680625,1684574.0
1680672,1685124.0
1680707,1659949.0
1680762,1680966
1680818,1787024.0
1680834,1649915.0
1680868,1679325.0
1680945,1680927.0
1680966,1680762.0
1681257,1673669.0
1681281,1208768.0
1681335,1524237.0
1681404,1337397.0
1681414,1775830.0
1681476,734643.0
1681564,1687249
1681576,1673669.0
1681618,1681619.0
1681619,"1681618, 1682201, 1683115"
1681630,1463704.0
1681635,1672776.0
1681636,"1681640, 1674273.0"
1681640,1681636.0
1681674,1575478.0
1681737,1684574.0
1681847,1530045
1681860,1781363.0
1682110,1775938.0
1682201,1681619.0
1682215,1775854.0
1682337,1781880.0
1682385,1775757.0
1682423,1650635.0
1682434,1684294
1682443,1677801.0
1682572,1520297.0
1682594,1678406.0
1682746,1673742.0
