Issue id,Duplicate id
13364756,13312347
13376468,13381178
13370252,13370544
13381178,13376468
13337329,13324538
13321192,13310672
13419939,13416412
13380231,13380388
13369965,13410328
13369625,13369626
13315133,13345188
13320353,13315082
13318475,13354065
13476921,13476920
13424306,13449721
13413292,13428549
13401539,13387216
13301431,13301439
13370544,13370252
13337307,13475730
13379396,13379394
13445316,13445315
13450863,13450870
13486579,13485276
13505525,13500269
13500269,13505525
13485276,13486579
13503178,13503879
13500644,13392311
13392311,13500644
13491293,13497434
13354065,"13391768, 13318475"
13481599,13468358
13468358,13481599
13407415,13486883
13486883,13407415
13484481,13484482
13484482,13484481
13439039,13469863
13477332,13481784
13481784,13477332
13479551,13481711
13448375,13434641
13476471,13476774
13476774,13476471
13476919,13476921
13342440,13385497
13449608,13454983
13469863,13439039
13410328,13369965
13448678,13448676
13384047,13387723
13449721,13424306
13416028,13449894
13449894,13416028
13434136,13449323
13449352,"13449351, 13449351"
13449351,"13449352, 13449352"
13448676,13448678
13438189,13438195
13412901,13410500
13447414,13446461
13446461,13447414
13442741,13442740
13442740,13442741
13390545,"13433482, 13393803"
13438195,13438189
13438775,13361418
13361418,13438775
13434529,13434531
13434531,13434529
13410694,13410718
13432761,13430369
13430369,13432761
13391150,13416286
13416377,13399626
13399626,13416377
13366798,13424557
13405839,13409023
13369237,13285724
13424557,13366798
13406971,13422137
13416412,13419939
13387723,13384047
13409023,13405839
13278433,13299963
13416286,13391150
13415609,13366643
13412919,13412853
13410500,13412901
13349072,13348885
13411409,13411684
13381011,13401947
13410718,13410694
13407196,13410585
13410585,13407196
13385497,13342440
13387216,13401539
13285735,13316931
13369454,13380268
13338174,13399507
13399507,13338174
13398568,13375722
13375722,13398568
13396794,13398147
13397566,13393004
13381338,13395980
13395980,13381338
13326717,13369454
13383983,13372483
13282925,13300117
13386733,13311794
13372483,13383983
13382583,13384309
13384309,13382583
13294082,13346977
13383192,13367144
13357571,13378901
13378901,13357571
13367144,13383192
13381521,13382791
13382791,13381521
13288450,13288309
13380388,13380231
13283182,13281157
13365327,13365328
13376520,13373437
13366836,13366842
13377994,13335497
13365328,13365327
13368326,13370704
13356034,13373270
13351742,13363523
13285724,13369237
13369626,13369625
13367530,13367531
13367531,13367530
13367532,13367534
13367534,13367532
13368753,13368754
13368754,13368753
13363523,13351742
13362276,13362275
13363492,"13363490, 13363493"
13363491,13363492
13354844,13360286
13360286,13354844
13338168,13339920
13339920,13338168
13327526,13357824
13357824,13327526
13355012,13352136
13352136,13355012
13352395,13317167
13317167,13352395
13339536,13344267
13344728,13323725
13346977,13294082
13346505,13346504
13312407,13330656
13342022,13341955
13341955,13342022
13326231,13326903
13296076,13297533
13297533,13296076
13297946,13327984
13328811,13328674
13329042,13328229
13327305,13325819
13326903,13326231
13319458,13327309
13325819,13327305
13325444,13325445
13324252,13321190
13310672,13321192
13315797,13317432
13320982,13315797
13318249,13318244
13309875,13315769
13314731,13309781
13309781,13314731
13307909,13307904
13307904,13307909
13293226,13307843
13277567,13277566
13310115,13301506
13295946,13300231
13306238,13306239
13290748,13297945
13290977,13289433
13289433,13290977
13299963,13278433
13287805,13290159
13288309,13288450
13285808,13286104
13286104,13285808
13277636,13277616
13277616,13277636
13277566,13277567
13569689,13594251
13570023,13579939
13542472,"13542471, 13542471"
13443175,13437078
13576846,13582053
13335671,13537739
13542471,"13542472, 13542472"
13436961,13481084
13358749,13373873
13552256,13285712
13285712,13552256
13552054,13552254
13545024,13541983
13531368,13532101
13529870,13494183
13520892,13520234
13528096,13525296
13521576,13517668
13506718,13513638
13518038,13521649
13336581,13361755
13327309,13319458
13324538,13337329
13322388,13314319
13342588,13325573
13438681,13386450
13353488,13347575
13407416,13408713
13393004,13397566
13510063,13510338
13510338,13510063
13412208,13509166
13454983,13449608
13503879,13503178
13497434,13491293
13437078,13443175
13481711,13479551
13437045,13480641
13480641,13437045
13481084,13436961
13434641,13448375
13476556,13476194
13476194,13476556
13474625,13474624
13474624,13474625
13449323,13434136
13368756,13449019
13449019,13368756
13305276,13345939
13412853,13412919
13316931,13285735
13391825,13398092
13373873,13358749
13360943,13387495
13387495,13360943
13360944,13360989
13373437,13376520
13299123,13368688
13365466,13365460
13365460,13365466
13325573,13342588
13365733,13365731
13365731,13365733
13362869,13362866
13362868,13362869
13354865,13355465
13347575,13353488
13323725,13344728
13330656,13312407
13322032,13326338
13315769,13309875
13301506,13310115
13307843,13293226
13300117,13282925
13290159,13287805
13552254,13552054
13416440,13478489
13480463,13515499
13446733,13449073
13408713,13407416
