Issue id,Duplicate id
13589845,13588393
13448678,13448676
13282925,13300117
13348885,13349072
13353488,13347575
13375680,13575921
13326903,13326231
13476921,13476920
13476471,13476774
13410694,13410718
13514872,13515455
13542471,"13542472, 13542472"
13518196,13516063
13574509,13574453
13525401,13516209
13527183,13527045
13373437,13376520
13473128,13485195
13383983,13372483
13305276,13345939
13565644,13569289
13387723,13384047
13429383,13420719
13509808,13509229
13366643,13415609
13326231,13326903
13481084,13436961
13293226,13307843
13477564,13475837
13446461,13447414
13529870,13494183
13285712,13552256
13381521,13382791
13337307,13475730
13449113,13449090
13315082,13320353
13405839,13409023
13437045,13480641
13407415,13486883
13330656,13312407
13480641,13437045
13416286,13391150
13285724,13369237
13449721,13424306
13317591,13315911
13515455,13514861
13565815,13537904
13364756,13312347
13277567,13277566
13450861,13450863
13381011,13401947
13448375,13434641
13537149,13537138
13416957,13407830
13325444,13325445
13589694,13586879
13327309,13319458
13365731,13365733
13547050,13547049
13443175,13437078
13551543,13552341
13415306,13406749
13556321,13549566
13342440,13385497
13327526,13357824
13547799,13548366
13288450,13288309
13360943,13387495
13557671,13556802
13377994,13335497
13449608,13454983
13505525,13500269
13307933,13307934
13285735,13316931
13400047,13438855
13319458,13327309
13449352,"13449351, 13449351"
13353282,13353170
13386733,13311794
13307843,13293226
13515499,13480463
13410500,13412901
13325573,13342588
13398568,13375722
13485276,13486579
13407830,13416957
13360286,13354844
13547051,13547050
13481711,13479551
13379394,13379396
13510063,13510338
13286398,13286397
13416440,13478489
13286397,13286398
13315911,13317591
13573273,13387651
13514886,13516200
13366836,13366842
13370544,13370252
13486883,13407415
13362275,13362276
13385497,13342440
13474625,13474624
13515878,13515722
13438189,13438195
13407416,13408713
13386450,13438681
13327305,13325819
13399626,13416377
13277636,13277616
13376520,13373437
13481784,13477332
13411409,13411684
13521649,13518038
13525296,13528096
13400791,13400626
13362276,13362275
13545437,13543527
13339536,13344267
13482317,13537907
13476194,13476556
13382583,13384309
13391479,13390806
13316931,13285735
13532022,13532414
13408713,13407416
13365275,13292045
13321190,13324252
13537739,13335671
13535713,"13538042, 13537070"
13416028,13449894
13356034,13373270
13518038,13521649
13543885,13543871
